"seint1237";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:3F:17";"8";"164.4.32.161";"255.255.254.0";"164.4.32.2";"164.4.30.177,164.4.30.117";"False";;;
"seint1239";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:4E:F5";"3";"10.183.23.130";"255.255.255.0";"";"";"False";;;
"seint1239";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:75:F8";"8";"164.4.32.163";"255.255.254.0";"164.4.32.2";"164.4.30.177,164.4.30.117";"False";;;
"seint1503";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:2C:09";"5";"164.4.184.100";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1503";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:05:D9";"4";"10.183.21.34";"255.255.255.0";"";"";"False";;;
"seint1505";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:46:06";"4";"164.4.185.97";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1505";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:6D:7B";"3";"10.183.21.35";"255.255.255.0";"";"";"False";;;
"seint1506";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:5D:4D";"13";"10.180.206.44";"255.255.255.0";"";"";"False";;;
"seint1506";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:29:2C";"16";"164.4.185.60";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1508";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:17:07";"6";"10.180.206.105";"255.255.255.0";"";"";"False";;;
"seint1508";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:48:08";"7";"138.103.186.58";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1547";"Ethernet1";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:96:34:CF";"6";"138.103.144.43";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint1565";"Backup";"Broadcom NetXtreme Gigabit Ethernet #2";"win.dom.sandvik.com";"08:94:EF:5E:AB:83";"13";"10.180.206.77";"255.255.255.0";"";"";"False";;;
"seint1565";"Ethernet 2";"IBM USB Remote NDIS Network Device #3";"win.dom.sandvik.com";"0A:94:EF:5E:AB:89";"6";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint1565";"Production";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com";"08:94:EF:5E:AB:82";"5";"138.103.89.36";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1571";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"0A:94:EF:13:45:3F";"4";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint1571";"Production";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"08:94:EF:13:45:38";"3";"164.4.62.22";"255.255.252.0";"164.4.61.1";"164.4.61.74,164.4.30.9";"False";;;
"seint1573";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"7E:D3:0A:5F:D6:7F";"17";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint1573";"P2";"Intel(R) Ethernet Converged Network Adapter X550-T2 #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:F9:BD:C1";"21";"169.254.212.154";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint1573";"HeartBeat";"Intel(R) Ethernet Converged Network Adapter X550-T2 #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:F9:BC:D9";"19";"10.40.3.66";"255.255.255.0";"";"";"False";;;
"seint1573";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:DE:F8:5E:17:92";"24";"169.254.1.38";"255.255.0.0";"";"";"False";;;
"seint1573";"Prod";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"7C:D3:0A:5F:D6:78";"9";"138.103.186.79";"255.255.255.0,255.255.255.0,255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1574";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"7E:D3:0A:6C:7F:9F";"5";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint1574";"em3";"Intel(R) Ethernet Connection X722 for 1GbE #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"7C:D3:0A:6C:7F:9A";"21";"169.254.167.204";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint1574";"Slot2 Port 2";"Intel(R) Ethernet Converged Network Adapter X550-T2 #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:F9:C1:B9";"14";"10.40.3.67";"255.255.255.0";"";"";"False";;;
"seint1574";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:BC:FB:6A:B8:5C";"10";"169.254.2.138";"255.255.0.0";"";"";"False";;;
"seint1574";"Prod";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"7C:D3:0A:6C:7F:99";"8";"138.103.186.45";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1732";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:76:CD";"17";"164.4.87.33";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1732";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:14:FE";"15";"10.183.19.125";"255.255.255.0";"";"";"False";;;
"seint1743";"em1-C17";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:29:9F:28";"2";"10.38.162.10";"255.255.255.0";"10.38.162.1";"164.4.41.9,164.4.30.9";"False";;;
"seint1743";"Backup";"Intel(R) Ethernet Converged Network Adapter X550-T2 #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:FB:7E:4D";"4";"10.12.16.95";"255.255.255.0";"";"";"False";;;
"seint1743";"Ethernet";"IBM USB Remote NDIS Network Device";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"3A:68:DD:29:9F:2F";"10";"169.254.95.120";"255.255.255.0";"";"";"True";;;"169.254.95.118"
"seint1743";"vEthernet (nat)";"Hyper-V Virtual Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:15:5D:54:BC:A1";"14";"172.25.192.1";"255.255.240.0";"";"";"False";;;
"seint1743";"vEthernet (Ext Net)";"Hyper-V Virtual Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"A0:36:9F:FB:7E:4C";"12";"169.254.185.247";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint1743";"vEthernet (InternalNAT)";"Hyper-V Virtual Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:15:5D:70:50:02";"28";"192.168.0.1";"255.255.255.0";"";"";"False";;;
"seint1743";"vEthernet (ProcessNet)";"Hyper-V Virtual Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"B4:96:91:57:13:5F";"17";"10.50.219.177";"255.255.255.128";"10.50.219.129";"";"False";;;
"seint1743";"vEthernet (f16f6b42c9cb5bf)";"Hyper-V Virtual Ethernet Adapter #5";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:15:5D:E0:B2:5D";"15";"172.21.0.1";"255.255.240.0";"";"";"False";;;
"seint1749";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:61:5C";"17";"164.4.172.46";"255.255.254.0";"164.4.172.2";"164.4.30.177,164.4.30.117";"False";;;
"seint1749";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:50:2F";"15";"10.183.20.219";"255.255.255.0";"10.183.20.1";"";"False";;;
"seint1750";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:19:D7";"7";"164.4.87.147";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1750";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:DF:7B";"6";"10.180.207.47";"255.255.255.0";"";"";"False";;;
"seint1819";"Production";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:38:01";"4";"138.103.90.196";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1819";"Backup";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1F:98";"7";"10.183.17.111";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint1821";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:12:22";"6";"138.103.90.234";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1821";"Backup";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:42:72";"12";"10.180.207.157";"255.255.255.0";"10.180.207.1";"";"False";;;
"seint1849";"Production IP";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:38:01";"6";"138.103.86.56";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1849";"Backup IP";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EB:68";"4";"10.183.17.137";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint1850";"Ethernet0";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C7:1C";"5";"138.103.86.87";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1850";"Ethernet1";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:0F:D0";"15";"10.183.17.138";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint1851";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9C:55";"10";"138.103.86.111";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1851";"Ethernet1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:04:EB";"5";"10.183.17.139";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint1852";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:BB:39";"8";"138.103.86.170";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1852";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:86:B9";"12";"10.183.17.140";"255.255.255.0";"10.183.17.1";"";"False";;;
"seint1856";"Prod IP";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:38:01";"5";"164.4.32.131";"255.255.255.0";"164.4.32.2";"164.4.30.177,164.4.30.117";"False";;;
"seint1856";"Backup IP";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:62:F8";"9";"10.183.19.161";"255.255.255.0";"10.183.19.1";"";"False";;;
"seint1858";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:93:3F";"7";"138.103.89.88";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1858";"Backup IP";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:05:64";"16";"10.183.17.154";"255.255.255.0";"";"";"False";;;
"seint1859";"Backup IP";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:7B:AF";"13";"10.183.17.155";"255.255.255.0";"";"";"False";;;
"seint1859";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:29:89";"9";"138.103.89.104";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1860";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,extranet.sandvik.com,is.sandvik.com,coromant.sandvik.com,se.sandvik.com,us.sandvik.com,de.sandvik.com,ch.sandvik.com,fi.sandvik.com,au.sandvik.com,fr.sandvik.com,za.sandvik.com,br.sandvik.com,cn.sandvik.com,gb.sandvik.com,at.sandvik.com,in.sandvik.com,it.sandvik.com,sg.sandvik.com,pl.sandvik.com,jp.sandvik.com,es.sandvik.com,nl.sandvik.com,cz.sandvik.com,ru.sandvik.com,dk.sandvik.com,mx.sandvik.com,no.sandvik.com,cl.sandvik.com,gh.sandvik.com,nz.sandvik.com,tr.sandvik.com,be.sandvik.com,id.sandvik.com,kr.sandvik.com,ar.sandvik.com,hu.sandvik.com,le.sandvik.com,pe.sandvik.com,th.sandvik.com,tw.sandvik.com,bg.sandvik.com,cd.sandvik.com,ro.sandvik.com,ua.sandvik.com,zw.sandvik.com,si.sandvik.com,tz.sandvik.com,yu.sandvik.com,sandvik.com";"00:50:56:AB:5E:26";"7";"164.4.87.44";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1860";"Backup1";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,extranet.sandvik.com,is.sandvik.com,coromant.sandvik.com,se.sandvik.com,us.sandvik.com,de.sandvik.com,ch.sandvik.com,fi.sandvik.com,au.sandvik.com,fr.sandvik.com,za.sandvik.com,br.sandvik.com,cn.sandvik.com,gb.sandvik.com,at.sandvik.com,in.sandvik.com,it.sandvik.com,sg.sandvik.com,pl.sandvik.com,jp.sandvik.com,es.sandvik.com,nl.sandvik.com,cz.sandvik.com,ru.sandvik.com,dk.sandvik.com,mx.sandvik.com,no.sandvik.com,cl.sandvik.com,gh.sandvik.com,nz.sandvik.com,tr.sandvik.com,be.sandvik.com,id.sandvik.com,kr.sandvik.com,ar.sandvik.com,hu.sandvik.com,le.sandvik.com,pe.sandvik.com,th.sandvik.com,tw.sandvik.com,bg.sandvik.com,cd.sandvik.com,ro.sandvik.com,ua.sandvik.com,zw.sandvik.com,si.sandvik.com,tz.sandvik.com,yu.sandvik.com,sandvik.com";"00:50:56:AB:13:76";"3";"10.183.17.156";"255.255.255.0";"";"";"False";;;
"seint1861";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,extranet.sandvik.com,is.sandvik.com,coromant.sandvik.com,se.sandvik.com,us.sandvik.com,de.sandvik.com,ch.sandvik.com,fi.sandvik.com,au.sandvik.com,fr.sandvik.com,za.sandvik.com,br.sandvik.com,cn.sandvik.com,gb.sandvik.com,at.sandvik.com,in.sandvik.com,it.sandvik.com,sg.sandvik.com,pl.sandvik.com,jp.sandvik.com,es.sandvik.com,nl.sandvik.com,cz.sandvik.com,ru.sandvik.com,dk.sandvik.com,mx.sandvik.com,no.sandvik.com,cl.sandvik.com,gh.sandvik.com,nz.sandvik.com,tr.sandvik.com,be.sandvik.com,id.sandvik.com,kr.sandvik.com,ar.sandvik.com,hu.sandvik.com,ie.sandvik.com,pe.sandvik.com,th.sandvik.com,tw.sandvik.com,bg.sandvik.com,cd.sandvik.com,ro.sandvik.com,ua.sandvik.com,zw.sandvik.com,si.sandvik.com,tz.sandvik.com,yu.sandvik.com,sandvik.com";"00:50:56:AB:B6:FD";"2";"164.4.87.76";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1861";"Backup";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,extranet.sandvik.com,is.sandvik.com,coromant.sandvik.com,se.sandvik.com,us.sandvik.com,de.sandvik.com,ch.sandvik.com,fi.sandvik.com,au.sandvik.com,fr.sandvik.com,za.sandvik.com,br.sandvik.com,cn.sandvik.com,gb.sandvik.com,at.sandvik.com,in.sandvik.com,it.sandvik.com,sg.sandvik.com,pl.sandvik.com,jp.sandvik.com,es.sandvik.com,nl.sandvik.com,cz.sandvik.com,ru.sandvik.com,dk.sandvik.com,mx.sandvik.com,no.sandvik.com,cl.sandvik.com,gh.sandvik.com,nz.sandvik.com,tr.sandvik.com,be.sandvik.com,id.sandvik.com,kr.sandvik.com,ar.sandvik.com,hu.sandvik.com,ie.sandvik.com,pe.sandvik.com,th.sandvik.com,tw.sandvik.com,bg.sandvik.com,cd.sandvik.com,ro.sandvik.com,ua.sandvik.com,zw.sandvik.com,si.sandvik.com,tz.sandvik.com,yu.sandvik.com,sandvik.com";"00:50:56:AB:05:D3";"4";"10.183.17.157";"255.255.255.0";"";"";"False";;;
"seint1896";"Backup IP";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5F:2C";"13";"10.183.17.151";"255.255.255.0";"";"";"False";;;
"seint1896";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CF:4E";"9";"138.103.89.58";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1898";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A4:7F";"7";"164.4.33.183";"255.255.254.0";"164.4.32.2";"164.4.30.177,164.4.30.117";"False";;;
"seint1898";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C4:0F";"15";"10.183.20.220";"255.255.255.0";"";"";"False";;;
"seint1899";"Prod";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:38:01";"5";"164.4.87.86";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1899";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:97:4A";"15";"10.183.22.42";"255.255.255.0";"10.183.22.1";"";"False";;;
"seint1958";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:38:66";"6";"138.103.186.150";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1958";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F9:DA";"15";"10.183.17.218";"255.255.255.0";"";"";"False";;;
"seint1960";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3B:69";"13";"164.4.185.217";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1960";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8A:54";"4";"10.183.17.220";"255.255.255.0";"";"";"False";;;
"seint1963";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5B:0E";"6";"164.4.87.53";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1963";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:12:03";"3";"10.183.18.231";"255.255.255.0";"10.183.18.1";"";"False";;;
"seint1964";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:DB:82";"7";"10.183.20.221";"255.255.255.0";"";"";"False";;;
"seint1964";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A2:70";"5";"164.4.87.227";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1965";"Prod";"Microsoft Network Adapter Multiplexor Driver";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"38:68:DD:5D:9A:60";"14";"164.4.61.26";"255.255.252.0";"164.4.61.1";"164.4.61.74,164.4.30.9";"False";;;
"seint1966";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EF:C2";"4";"138.103.90.250";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1966";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:DC:12";"3";"10.183.18.234";"255.255.255.0";"";"";"False";;;
"seint1967";"Prod";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6A:B3";"5";"138.103.90.251";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1967";"Ethernet1";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2B:51";"12";"10.183.18.232";"255.255.255.0";"10.183.18.1";"";"False";;;
"seint1968";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F1:0F";"16";"138.103.144.83";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint1969";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6A:D4";"8";"138.103.186.105";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1969";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:90:64";"15";"10.183.22.50";"255.255.255.0";"";"";"False";;;
"seint1970";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:4B:00";"14";"10.183.22.81";"255.255.255.0";"";"";"False";;;
"seint1970";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:EF:2F";"8";"138.103.186.106";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1974";"Backup";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6B:7D";"14";"10.183.19.229";"255.255.255.0";"";"";"False";;;
"seint1974";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B5:E7";"8";"138.103.86.15";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1975";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8D:8D";"6";"138.103.86.25";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1975";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:F8:C9";"5";"10.183.22.101";"255.255.255.0";"";"";"False";;;
"seint1976";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:96:4C";"8";"138.103.86.42";"255.255.255.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint1976";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:96:33";"16";"10.183.22.82";"255.255.255.0";"10.183.22.1";"";"False";;;
"seint1978";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5E:F9";"8";"138.103.89.237";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1978";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:20:F3";"5";"10.183.17.227";"255.255.255.0";"";"";"False";;;
"seint1979";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:AE:C4";"6";"10.183.17.223";"255.255.255.0";"";"";"False";;;
"seint1979";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:68:3A";"7";"164.4.86.22";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1980";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:77:05";"7";"164.4.86.26";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
